logOut_medianTime,logOut_meanTime,logOut_stdTime,apiRequest_medianTime,apiRequest_meanTime,apiRequest_stdTime,totalTime,mode,actions,logIn_threads,logOut_threads,apiRequest_threads,repeat,logIn_medianTime,logIn_meanTime,logIn_stdTime
18037.5,30623.285714285714,35435.40115567192,4367.5,5092.1,3012.3375364213975,97142038,optimistic,10,49,49,1,0,34016.0,167521.85102040815,628830.1174087602
1157.0,3944.316326530612,34284.41374944432,2106.0,4606.575510204081,14994.896834698251,4251976,optimistic,10,1,49,49,1,3188.0,6203.9,7553.90766351356
20336.0,19797.6,9840.470361386864,10637.5,78108.10816326531,513979.6102323871,71618561,optimistic,10,49,1,49,1,7293.5,67648.18775510204,453972.88370878337
12045.5,21735.571428571428,31661.72940798235,11030.5,12765.5,5094.284798782957,42437446,optimistic,10,49,49,1,1,17934.0,64610.94081632653,222424.9367477989
2727.5,642674.1918367347,1740955.6200636225,1462.0,717594.0918367347,1864490.4089691918,666570343,optimistic,10,1,49,49,2,1302.5,3888.4,6854.59883257624
8240.0,10022.4,4070.4776733067692,14036.5,22544.702040816326,23410.94088719892,49812429,optimistic,10,49,1,49,2,24938.0,78908.77755102041,214665.81403461206
12546.5,31744.718367346937,134028.4856049661,6964.5,8473.7,3936.2084139153226,28168010,optimistic,10,49,49,1,2,13593.0,25568.083673469388,53530.564861733874
4197.0,87520.54489795919,293385.55870686145,1125.5,11540.455102040816,121239.2277296487,48652788,optimistic,10,1,49,49,3,8880.0,11289.8,5296.337325611603
20486.0,25036.7,16254.553297460992,11015.5,22096.557142857142,44296.90116036153,26960421,optimistic,10,49,1,49,3,15268.5,32413.757142857143,98067.49661226041
9812.0,24012.569387755102,90430.1380303289,7298.5,9877.9,5210.927587505148,44401215,optimistic,10,49,49,1,3,13283.0,66400.56530612244,253869.53067170788
1278.5,2502.0408163265306,5242.841377339398,4064.0,6337.2612244897955,35683.5595479113,4430982,optimistic,10,1,49,49,4,6665.0,9972.4,6121.1021919622
9284.5,53784.9,133883.92949736558,18597.0,33236.52040816326,65052.519288241456,68014402,optimistic,10,49,1,49,4,11760.5,104470.7306122449,478622.1575847921
16028.5,26296.79591836735,36738.57525314594,15062.0,146027.1,405802.59322276665,194774946,optimistic,10,49,49,1,4,35134.5,368222.94897959183,1186725.2419686855
1792.5,7800.981632653061,47658.90159181506,1905.0,3387.74693877551,11690.866568826414,5573643,optimistic,10,1,49,49,5,2581.5,9116.6,13394.052943999686
7613.0,8352.7,3690.5047245901505,3425.5,6141.759183673469,25775.07050181205,14617221,optimistic,10,49,1,49,5,7548.5,23518.84081632653,64933.72325384177
12237.5,38982.74897959184,171188.2591146237,7683.0,8589.8,3066.8136848817176,100364190,optimistic,10,49,49,1,5,10299.5,165666.82653061225,472677.70678871166
1838.0,4328.175510204082,7985.5094179663765,1294.5,5140.79387755102,28369.266505817188,4711254,optimistic,10,1,49,49,6,5177.0,7145.9,6335.268887567266
26572.5,30283.4,19226.530745011925,14168.5,24114.17551020408,70410.51088304693,50450612,optimistic,10,49,1,49,6,15053.5,78228.22857142857,223577.34838516515
12879.5,237627.34081632653,1114299.3911747092,7387.5,9598.8,5874.314008177182,186955335,optimistic,10,49,49,1,6,7370.5,143718.26530612246,827074.571483711
3189.0,4937.542857142857,4088.38295632222,2887.5,4620.867346938776,12473.517658210463,4801597,optimistic,10,1,49,49,7,8358.0,11797.6,7041.316294241834
49194.5,53813.0,36851.15762993975,16662.5,34289.28163265306,96647.02732643714,123585040,optimistic,10,49,1,49,7,30798.5,216826.8612244898,685997.2941349071
7087.0,11775.10612244898,14226.176149527524,3723.5,5895.2,5039.728096721974,72075555,optimistic,10,49,49,1,7,13624.0,135197.5530612245,496671.7467028718
3040.5,20230.020408163266,108387.9085923429,1387.5,2880.3816326530614,9988.640433046154,11441490,optimistic,10,1,49,49,8,9370.5,11739.3,5514.840121587086
27046.0,25796.5,8344.872454254635,12432.0,17835.577551020408,16239.135757245067,52527787,optimistic,10,49,1,49,8,14368.5,88837.52857142857,321568.6335105791
6795.0,12089.908163265307,31262.72920588583,3725.5,4731.8,3538.0550777698945,24892115,optimistic,10,49,49,1,8,4931.0,38613.75918367347,119339.7381075469
2648.5,4226.673469387755,10463.61328045598,3511.5,9807.022448979591,39232.56956233823,6932437,optimistic,10,1,49,49,9,2207.0,5592.6,7512.779278595165
16335.0,27040.9,24973.955591331098,8402.0,11647.322448979592,10652.283610029024,46446598,optimistic,10,49,1,49,9,14959.5,82589.79795918368,289475.0915861957
11535.0,15650.604081632653,16290.816613068779,4615.5,28319.6,69107.59609028358,59175939,optimistic,10,49,49,1,9,26493.0,104538.66734693878,290357.96090370417
1267.5,1255614.4918367346,3714364.3798756977,1162.5,1020512.1775510204,2691052.510894966,1127646975,fine-grained,10,1,49,49,0,24441.5,1234490.7,2474795.385862213
15949.0,829042.9,2545645.4699509228,26125.0,1416758.9897959183,3267102.2641978273,1741079763,fine-grained,10,49,1,49,0,171197.0,2119545.7734693876,3741148.827511931
99364.0,2932077.1836734693,4264946.211837318,39820.0,1308764.3,2491647.935152604,2686056056,fine-grained,10,49,49,1,0,639125.5,2522960.393877551,3115371.127632538
1100.0,2728.955102040816,4622.428348214915,5703.0,66773.70612244897,329809.5204288198,35229943,fine-grained,10,1,49,49,1,44052.0,117363.9,243239.72532665977
1153404.0,4795091.4,5771227.656353103,115324.5,2386440.981632653,3809306.129937403,2787327090,fine-grained,10,49,1,49,1,665432.0,3204122.6428571427,4540926.496285459
3086451.0,6294483.212244898,6709264.672941738,73746.5,64624.1,31133.674068263914,5204483090,fine-grained,10,49,49,1,1,2334651.5,4325591.989795919,4589337.377255054
1295.5,526098.9510204082,1412588.992345255,1046.5,758832.2612244898,1508151.0231772133,635755538,fine-grained,10,1,49,49,2,2529.0,613924.4,1302204.6679786467
5839591.0,12052922.6,13651376.439564882,8271248.5,9783540.716326531,8228964.90780331,10616778175,fine-grained,10,49,1,49,2,8764315.0,11637375.50612245,9853021.53244202
249357.0,2306528.9142857143,3456123.923024638,1654081.0,1598763.4,1396582.4988779812,1910410185,fine-grained,10,49,49,1,2,341260.0,1559639.5571428572,2328392.656691631
1485.0,95504.4,375645.99884919066,1904.0,90464.68571428572,335663.76680219086,91476631,fine-grained,10,1,49,49,3,33014.5,35177.9,31459.854373647555
2221069.5,2772076.2,2865658.839932152,12875.0,886067.3795918367,1653727.6572258319,1414197772,fine-grained,10,49,1,49,3,1230348.0,1943477.5387755102,2053825.223483107
4742138.0,7466816.979591837,8381757.022500977,6915759.0,7877811.2,6935811.479544005,6579336771,fine-grained,10,49,49,1,3,3800681.0,5799629.263265306,6243119.64055009
1123.5,478383.112244898,1404210.3591957423,804.0,512332.1081632653,1519111.3607877668,490512808,fine-grained,10,1,49,49,4,2059.5,506235.0,1564104.6303621905
1753634.5,5955819.7,8234717.084012326,1877626.0,4225978.355102041,5430417.253933697,4733243017,fine-grained,10,49,1,49,4,3812393.5,5312153.930612245,5837210.255947943
8726574.5,11091808.953061225,10971296.670432154,6477871.5,10032193.5,7563215.932228495,9928186108,fine-grained,10,49,49,1,4,7004235.0,8965056.706122449,6750042.392395777
1437.0,1178901.4,3303155.339684167,992.5,523071.66530612245,1501118.3508177951,851568542,fine-grained,10,1,49,49,5,149112.0,1760174.0,2667508.1229276303
851152.5,7445452.6,15250040.462092116,3205688.5,6417873.097959184,9680740.095195806,5097004982,fine-grained,10,49,1,49,5,1521168.0,3832229.8734693876,7106273.870251365
61535.0,3509922.4734693877,6980115.529670565,2262659.5,5066020.3,7860550.993673649,3804441915,fine-grained,10,49,49,1,5,838344.0,4150856.5306122447,5642988.360550676
1448.5,11538.981632653062,61276.50881001991,1205.0,4371.6061224489795,51770.938590149926,9380972,fine-grained,10,1,49,49,6,18341.5,158478.4,346559.89438133204
1534295.0,6819353.1,9248964.931612408,1434715.5,4256569.204081632,5620078.9990984285,4699231098,fine-grained,10,49,1,49,6,2378809.5,5194527.871428572,6262277.350021275
4272786.0,6622316.287755102,6932797.18396037,5185765.0,6009566.3,3576287.7540030573,6086918894,fine-grained,10,49,49,1,6,5753581.0,5677322.959183673,4539503.301895827
929.5,813970.3163265307,2280170.9792404794,795.5,907807.5795918368,2387228.4302716004,855247559,fine-grained,10,1,49,49,7,2305.0,1157639.0,2421717.449281857
2830288.0,4128036.8,4738954.871055075,707087.5,2392558.9897959186,3273299.09868869,2509791660,fine-grained,10,49,1,49,7,1009823.0,2645219.157142857,3257645.730481234
2625309.0,5991586.0020408165,8601527.926058458,393720.5,3882424.8,8038666.767678827,5649291642,fine-grained,10,49,49,1,7,3493513.0,5458347.45510204,6277148.76165737
1253.5,1043205.6,2913318.363779228,560.0,1016514.693877551,3013960.130445923,1024849710,fine-grained,10,1,49,49,8,30429.5,1558676.6,3693175.164691133
1145358.5,6327070.8,8586102.211429866,591716.0,3878784.8448979594,5391871.999789607,4470410312,fine-grained,10,49,1,49,8,2290537.5,5115377.6122448975,6040389.663338564
20484.5,1538459.5571428572,3717719.931475924,18640.0,905181.3,2814322.2580313105,1619796256,fine-grained,10,49,49,1,8,65173.5,1748774.0,3159537.338179809
1206.0,250768.18979591836,856885.3939429589,939.5,9006.99387755102,123444.15131887117,131443937,fine-grained,10,1,49,49,9,45957.0,415409.7,808598.9541982203
1800713.5,2913283.8,3209410.808980254,398244.0,2621159.912244898,3718507.4149402454,2895421018,fine-grained,10,49,1,49,9,1695519.0,3228407.8020408163,3920575.2682586354
140601.5,2517387.8469387754,3965811.658235487,2070254.5,2667964.4,2674527.475453902,2450956070,fine-grained,10,49,49,1,9,320026.5,2430115.063265306,3185881.381564873
944.5,1470.3061224489795,2063.5960492702216,571.5,801.5489795918368,1006.658288936235,1161640,monitor,10,1,49,49,0,2995.5,4843.1,4405.011980056858
17944.0,72060.2,180530.19577825017,8094.5,379134.14081632654,1330106.2528057953,227829766,monitor,10,49,1,49,0,2735.0,84353.94897959183,631852.7732463891
9121.5,333889.1530612245,1259283.2509865258,3959.5,4957.9,3573.5570343535555,246833429,monitor,10,49,49,1,0,5780.0,169751.35714285713,847901.4941103992
1245.5,2051.683673469388,9086.721033296428,977.5,1089.642857142857,848.491010493055,1597525,monitor,10,1,49,49,1,3442.5,5827.5,5404.514023789126
12491.0,13205.6,9814.548930598447,5214.0,25619.557142857142,189537.89515675153,19525097,monitor,10,49,1,49,1,4700.0,13958.077551020408,77171.7784260925
4372.0,127935.45510204081,575006.3972791483,2062.5,24844.0,67045.72012854776,102455992,monitor,10,49,49,1,1,2086.0,80651.38571428572,480240.64296820987
766.0,1252.930612244898,1521.4617363628943,1169.0,4793.391836734694,39640.19662591807,3020868,monitor,10,1,49,49,2,4615.5,5817.0,2995.748172178548
12768.5,838230.5,2270068.8612648468,4682.5,152054.0387755102,824014.2100699868,218760714,monitor,10,49,1,49,2,4157.0,277289.6530612245,932550.2416069605
4273.5,6927.777551020408,7879.537591245235,2081.0,4349.8,5263.878392718941,11964573,monitor,10,49,49,1,2,2298.0,17400.94693877551,86159.09780088351
893.0,3072.6897959183675,27040.61687686675,1396.0,1800.6020408163265,1458.6749774968298,2429088,monitor,10,1,49,49,3,2982.5,4117.5,2755.3166484695244
2974.0,4795.1,5094.580681687377,2805.5,4282.591836734694,8366.723442686234,8164765,monitor,10,49,1,49,3,3100.0,12282.33469387755,50485.56286076568
3247.0,11505.042857142857,76206.58149596279,3765.0,4132.4,2234.940227885798,29335054,monitor,10,49,49,1,3,2416.0,48278.07959183674,226654.00001615885
1089.0,2065.0714285714284,8325.456369701524,501.0,1508.930612244898,11807.20039366995,1801880,monitor,10,1,49,49,4,3591.5,5061.9,3758.4709198762675
7989.0,23564.6,50833.351123931316,8768.5,23433.138775510204,89546.92830163869,37720159,monitor,10,49,1,49,4,3231.5,53065.86734693877,218492.1536806317
6316.5,17679.810204081634,67495.81218361527,3675.5,5090.6,5744.493038264271,11889923,monitor,10,49,49,1,4,3294.0,6481.448979591837,23196.823333272605
1285.5,1649.6020408163265,1703.088446451782,898.5,1679.5897959183674,6750.83128116884,1662364,monitor,10,1,49,49,5,1393.5,3106.0,3691.9547968822994
13330.5,16078.9,11253.424243807354,4129.5,11895.134693877551,55143.89409771438,20832530,monitor,10,49,1,49,5,5273.0,30292.091836734693,155017.11677814924
6062.5,9697.548979591837,59005.51978334319,1484.5,2651.9,3024.717487266832,9704502,monitor,10,49,49,1,5,3009.5,10053.436734693878,64101.962829496486
965.5,2251.8714285714286,16547.960481952752,835.0,20044.916326530612,99887.58497205356,10975190,monitor,10,1,49,49,6,3363.0,4976.4,3805.976913575103
12677.0,16419.9,10746.73662559942,7634.5,22970.779591836734,147943.51566106512,13622139,monitor,10,49,1,49,6,3833.0,4494.404081632653,3042.280615179441
4886.0,11534.738775510205,68647.80835841913,3598.5,4669.4,3558.105619567806,44052358,monitor,10,49,49,1,6,4217.0,78272.73877551021,279072.8299494617
1026.0,1811.4918367346938,8372.337815195542,1047.0,1684.6367346938775,4494.966450290908,1758170,monitor,10,1,49,49,7,3021.0,4506.7,3117.0516001147266
6130.5,7597.2,6603.3446710318285,3417.0,59005.99591836735,260406.30918525904,50347047,monitor,10,49,1,49,7,4265.5,43588.03469387755,212503.0664022251
2767.5,57461.840816326534,212175.55591331414,1098.0,69064.0,215066.0322820774,58115275,monitor,10,49,49,1,7,1845.0,59731.291836734694,204766.4238026811
1199.0,2493.769387755102,16152.023691638682,1503.5,3282.4510204081635,26122.917900938064,2871455,monitor,10,1,49,49,8,2863.0,4110.7,3105.3682569239854
23506.5,394964.9,794361.7054155914,7832.5,77548.47551020408,403247.3368099882,53433819,monitor,10,49,1,49,8,3855.0,23439.626530612244,140250.87977718844
2901.0,126206.42040816326,536781.2529747627,1648.5,2735.6,3678.1835553254637,121322458,monitor,10,49,49,1,8,1753.0,121334.60408163266,509953.7679956603
1076.0,1447.9163265306122,1191.8458640011218,1021.0,1453.4367346938775,1568.727506239325,1445620,monitor,10,1,49,49,9,1169.0,2395.7,2576.3087741961367
7807.0,7842.0,3961.347301669527,4027.5,109671.88775510204,513044.0121393949,138572839,monitor,10,49,1,49,9,4678.5,172969.78367346938,612317.9562672575
5232.0,150401.03469387756,712102.710920637,9263.0,697225.6,2173704.9954661485,212343140,monitor,10,49,49,1,9,2736.0,268723.2183673469,1220060.081515112
1564.0,306815.0489795918,939709.0151760092,1588.0,279376.0653061225,1004531.7854368067,290769203,free,10,2,49,49,0,11454.0,176777.85,679483.5648341416
26214.0,145738.5,303712.990612155,8042.5,65221.84693877551,246794.4858277939,65141687,free,10,49,2,49,0,25522.5,61771.861224489796,169741.1807038147
13005.0,394806.78775510204,1100633.5683008968,9063.5,297538.8,904587.3274640705,233241017,free,10,49,49,2,0,32636.5,69050.8469387755,170438.76302945067
1397.0,184042.1224489796,672374.6707517565,1395.0,66775.90612244899,283999.3403155148,123193105,free,10,2,49,49,1,13739.5,14613.55,4587.007285744561
12687.0,71489.3,169644.85466318965,9417.0,115309.1693877551,430733.260060518,74372096,free,10,49,2,49,1,17838.0,33552.687755102044,77679.63375535776
8046.0,14963.014285714286,71967.11350773899,5387.5,7418.4,6428.086892282714,14176142,free,10,49,49,2,1,6624.5,13665.095918367348,24818.773278468874
1431.0,7817.218367346939,31284.398001728296,1362.0,6166.806122448979,32075.488363672044,7184912,free,10,2,49,49,2,13323.0,16637.0,8286.903014935517
26955.5,210705.2,347362.5920331058,10577.5,107740.03469387755,313509.65086848894,80536313,free,10,49,2,49,2,19370.0,48019.57551020408,113954.68000475051
18824.5,820001.7530612245,2281975.1673250985,20349.5,31974.45,26616.050471126982,469322279,free,10,49,49,2,2,40241.5,136493.73673469387,392676.55911601905
1353.5,161745.23469387754,597990.3725198401,1496.5,256867.41020408162,898329.0428400448,205670099,free,10,2,49,49,3,13157.0,27495.15,53166.36270808729
38151.5,1626361.05,3068079.931675981,9471.0,951631.0102040817,2568728.532670819,587707329,free,10,49,2,49,3,43058.5,181389.61836734693,447062.16502215643
14326.0,303872.2265306123,892516.8502266261,15339.5,429391.7,1083508.2561302574,190332604,free,10,49,49,2,3,20352.0,67035.46734693878,263121.9637886038
1401.5,241142.22857142857,927214.5031069708,1116.0,266884.6387755102,921853.5190446563,249121310,free,10,2,49,49,4,6144.5,9407.25,9320.335045225744
24403.0,264185.1,780444.1940018855,12047.5,189483.2142857143,582444.7454088862,116634545,free,10,49,2,49,4,17139.0,37763.40408163265,92721.50793276141
8491.5,45537.683673469386,182884.31123227553,7826.5,60945.35,233134.31441898015,42678052,free,10,49,49,2,4,6791.5,39072.816326530614,244433.47566199565
1455.0,4456.997959183674,24943.107950433718,1728.0,2404.716326530612,2667.5341905224213,3571761,free,10,2,49,49,5,9909.0,10476.05,3450.155335557181
13500.0,73230.05,175638.71572199295,10862.5,216579.1857142857,699381.6655865156,150188376,free,10,49,2,49,5,11082.5,86938.72244897959,319028.1400166242
16670.0,83750.33469387755,228358.31954528892,12539.5,44626.7,125156.73756622555,79160070,free,10,49,49,2,5,26797.0,75979.3306122449,335237.5577570828
1711.5,92588.68163265307,356306.73867151135,1272.5,154872.08163265305,510756.75800544687,122409250,free,10,2,49,49,6,12120.5,57673.8,199134.94819649577
25213.5,591346.95,1384066.317731521,9535.0,244052.2530612245,893011.0394994057,190535395,free,10,49,2,49,6,16078.5,120658.88163265307,413399.51545567636
17859.0,1126306.4448979592,2863293.2735334635,12042.5,1163476.05,2731299.068235007,608145229,free,10,49,49,2,6,31630.0,67317.44897959183,139663.57501823327
1288.0,353600.46326530614,1204245.7283901665,1121.0,263346.7244897959,1091749.715596586,302563557,free,10,2,49,49,7,11412.0,12971.75,6206.8256220576695
24108.5,491636.15,1492715.3404164708,11370.0,891579.7387755102,2268880.5245738626,524249154,free,10,49,2,49,7,35431.0,158249.71224489796,585529.3330737376
15673.5,140616.57959183672,458014.8410045242,7367.5,15173.25,20473.175432810407,126014418,free,10,49,49,2,7,32748.5,115936.38571428572,336249.6775104986
1653.5,16736.563265306122,74229.30947444026,1379.5,12025.638775510204,64800.57560234178,14410317,free,10,2,49,49,8,16198.5,15841.9,11783.866767299844
31877.5,132551.1,301016.71916652564,11146.5,91808.08367346939,330085.8953645811,71203103,free,10,49,2,49,8,29080.5,48094.12244897959,90345.33519158962
18000.5,970870.8122448979,2333999.819631691,4717.0,562786.2,1736348.2033760152,499555465,free,10,49,49,2,8,11089.5,25659.27142857143,42842.28852762244
1637.5,89975.71020408164,393679.075134826,1001.5,28957.17755102041,180737.84403300963,58594513,free,10,2,49,49,9,12071.5,15869.9,8557.08894733668
28853.0,660816.4,1401909.6902455068,12779.5,458441.73673469387,1151154.78216592,321392679,free,10,49,2,49,9,36248.0,170489.5918367347,734513.1401579943
15994.5,52943.26326530612,126883.66550730882,5032.5,61723.7,200810.76668348868,39480187,free,10,49,49,2,9,14306.0,25109.21224489796,45535.24538281823
4283.0,6020.581632653061,7734.796256351508,5317.5,9996.897959183674,42538.8251604398,8090204,lazy,10,2,49,49,0,9394.0,12081.95,6255.101004485522
9636.0,14883.75,14812.716812093018,4295.5,12542.504081632653,57167.12653956268,28694286,lazy,10,49,2,49,0,5617.0,45409.76326530612,313791.6805896569
10826.5,17330.32857142857,72776.45206140802,4779.0,80445.8,336595.0183190789,65135347,lazy,10,49,49,2,0,7970.0,112315.44897959183,350776.4077356644
2463.0,7077.955102040816,19294.895180927255,1796.0,2927.0408163265306,11645.671908251994,5072699,lazy,10,2,49,49,1,5967.0,8512.55,5310.811975533843
12050.5,16695.15,15765.89250073515,8414.5,32859.808163265305,139378.7040782913,72770733,lazy,10,49,2,49,1,12395.5,114970.45714285714,396472.4294935869
6454.5,11353.957142857143,33518.11586844266,2470.5,2872.05,2257.516531967211,21726015,lazy,10,49,49,2,1,9693.0,32867.62244897959,122997.5840974368
4473.5,10825.595918367348,31401.832477952594,4092.5,10036.414285714285,40062.50971015007,10399186,lazy,10,2,49,49,2,6372.5,8840.05,12101.139465595357
13355.5,14902.1,8173.670881169868,8216.5,17589.508163265305,74269.20045908143,46830711,lazy,10,49,2,49,2,14073.5,77375.12244897959,285503.4073436814
3991.0,7616.038775510204,30458.144017291066,3062.0,4361.15,5142.68232565765,8859090,lazy,10,49,49,2,2,2988.5,10285.730612244897,50676.906997560014
4586.5,49668.304081632654,165253.10583371355,2039.5,92153.88571428572,250804.28058305636,69725268,lazy,10,2,49,49,3,7204.5,11619.75,10576.108646005168
